_id,OBJECTID,CartID,BikeFacilityType,MSAG_Name,ProjectName,Jurisdiction,District,Length,MaintenanceResponsibility,Status,FacilityName,Comments,Shape__Length
2618,2618,BF_313004090,To Be Determined,HOWARD ST,Unknown,San Antonio,1,195.50601953,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Howard St from W Summit to Melrose Pl,None,195.506019526394
2619,2619,BF_313003410,Bike Lane,PIPERS LN,Unknown,San Antonio,6,270.42254132,COSA - Public Works Dept,Active,Pipers Ln from Culebra Rd to Pipers Way,None,270.422541328728
2620,2620,BF_313003353,Route,RIGSBY AVE,Unknown,San Antonio,3,366.00538857,COSA - Public Works Dept,Active,Rigsby Ave from S Pine St to Clark Ave,None,366.0053885724
2621,2621,BF_313003424,Route,DRESDEN,Unknown,San Antonio,1,972.250024,COSA - Public Works Dept,Active,Dresden Dr from West Ave to Blanco Rd,None,972.250024005771
2622,2622,BF_313002902,Bike Lane,BAYWATER STAGE,Unknown,San Antonio,8,575.41962632,COSA - Public Works Dept,Active,Baywater Stage from Boerne Stage to Bexar County Line,None,575.419626322265
2623,2623,BF_313002694,Route,WILLENBROCK,Unknown,San Antonio,2,307.25044851,COSA - Public Works Dept,Active,Willenbrock from Rigsby Ave to Benham,None,307.250448511399
2624,2624,BF_313000532,Bike Lane,N NEW BRAUNFELS AVE,Unknown,San Antonio,2,26.20575639,COSA - Public Works Dept,Active,N New Braunfels Ave from Eleanor Ave to Burr Rd,None,26.2057563968724
2625,2625,BF_313004064,To Be Determined,RIDGEBROOK,Unknown,San Antonio,6,269.69035766,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,269.690357664529
2626,2626,BF_313002685,Route,STAR CREEK DR,Unknown,San Antonio,6,587.38064894,COSA - Public Works Dept,Active,Star Creek Dr from Reed Rd to Village Pkwy,None,587.380648942458
2627,2627,BF_313000181,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,6,150.18843954,COSA - Public Works Dept,Active,Callaghan Rd from Culebra Rd to W Commerce St_CIMS Multi Use Path Project,None,150.188439547052
2628,2628,BF_313003048,Bike Lane,S FLORES ST,Unknown,San Antonio,3,24.05197883,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,24.0519788353616
2629,2629,BF_313004047,To Be Determined,BENRUS,Unknown,San Antonio,7,80.50954336,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Benrus Blvd from Ingram Rd to Culebra Rd,None,80.5095433574985
2630,2630,BF_313003345,Route,RIGSBY AVE,Unknown,San Antonio,3,666.7522754,COSA - Public Works Dept,Active,Rigsby Ave from S Pine St to Clark Ave,None,666.752275400303
2631,2631,BF_313000938,Bike Lane,RIM ROCK TRL,Unknown,San Antonio,6,267.64487201,COSA - Public Works Dept,Active,Rim Rock Trl from Culebra Rd to Oak Timber,None,267.644872018168
2632,2632,BF_313003306,Bike Lane,FIVE PALMS DR,Unknown,San Antonio,4,153.93824245,COSA - Public Works Dept,Active,Five Palms Dr from Medina Base Rd to Port Victoria St,None,153.938242457749
2633,2633,BF_313001559,Route,DONALDSON AVE,Unknown,San Antonio,7,175.54660019,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,175.546600194355
2634,2634,BF_313003665,Route,N SAN JOAQUIN,Unknown,San Antonio,5,1052.55086626,COSA - Public Works Dept,Active,N San Joaquin from Culebra Rd to W Commerce St,None,1052.55086626925
2635,2635,BF_313000210,Bike Lane,S PINE ST,Unknown,San Antonio,2,160.78879152,COSA - Public Works Dept,Active,S Pine St from Nevada to Aransas Ave,None,160.788791520041
2636,2636,BF_313002659,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,346.99437526,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,346.994375261888
2637,2637,BF_313000488,Bike Lane,N FLORES ST,Unknown,San Antonio,1,30.78943982,COSA - Public Works Dept,Active,N Flores St from E Fredericksburg Rd to W Euclid Ave,None,30.7894398288917
2638,2638,BF_313001894,Multi Use Path,N WALTERS ST,Unknown,San Antonio,2,258.42078296,COSA - Public Works Dept,Active,N Walters from IH 35 to Ft Sam Houston Gate_CIMS 2007 Bond Project_15 ft Multi Use Path West Side,None,258.420782965279
2639,2639,BF_313001858,Bike Lane,BELGIUM,Unknown,San Antonio,2,355.07294649,COSA - Public Works Dept,Active,Belgium from ATT Center Pkwy to Salado Creek,None,355.072946491025
2640,2640,BF_313001586,Bike Lane,MEADOW WAY DR,Unknown,San Antonio,6,304.29305916,COSA - Public Works Dept,Active,Meadow Way Dr from Marbach Rd to Timbercreek Dr,None,304.29305916828
2641,2641,BF_313002337,Bike Lane,MORNING GLORY,Unknown,San Antonio,7,129.06517259,COSA - Public Works Dept,Active,Morning Glory from W Woodlawn to Donaldson Ave,None,129.065172594095
2642,2642,BF_313001212,Bike Lane,E JOSEPHINE ST,Unknown,San Antonio,1,424.05252093,COSA - Public Works Dept,Active,W Josephine St_E Josephine St from N St Marys St to Avenue B,None,424.05252093124
2643,2643,BF_313001190,Route,LEXINGTON AVE,Unknown,San Antonio,1,391.13198181,COSA - Public Works Dept,Active,Lexington Ave from Euclid Ave to 4th St,None,391.131981819515
2644,2644,BF_313003442,Route,GREEN SPRING DR,Unknown,San Antonio,10,364.80663701,COSA - Public Works Dept,Active,Green Spring Dr_Tavern Oaks from Rowe Dr to Bulverde Rd,None,364.806637013011
2645,2645,BF_313001627,Route,HAYS ST,Unknown,San Antonio,2,796.93242288,COSA - Public Works Dept,Active,Hays St from N Mesquite St to N Onslow St,None,796.932422880221
2646,2646,BF_313004073,To Be Determined,VALLEY TRAILS,Unknown,San Antonio,6,269.00011817,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Ridgebrook_Valley Trails from Ridge Post to Dover Ridge,None,269.000118166208
2647,2647,BF_313000489,Bike Lane,W MALONE,Unknown,San Antonio,5,752.69446544,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,752.694465448203
2648,2648,BF_313003588,Route,COLONY DR,Unknown,San Antonio,1,910.36476645,COSA - Public Works Dept,Active,COLONY DR from IH 10 W to VANCE JACKSON,None,910.364766450159
2649,2649,BF_313000055,Bike Lane,BELL DR,Unknown,San Antonio,10,305.30603482,COSA - Public Works Dept,Active,Bell Dr from Stahl Rd to Uhr Lane,None,305.306034823032
2650,2650,BF_313000108,Bike Lane,E MALONE,Unknown,San Antonio,3,151.40520544,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,151.405205443339
2651,2651,BF_313004369,Route,BROOKLYN AVE,Unknown,San Antonio,1,169.93977715,COSA - Public Works Dept,Active,Brooklyn Ave from Avenue E to Austin St,None,169.939777145128
2652,2652,BF_313000564,Bike Lane,McCullough Ave,Unknown,San Antonio,1,154.14493109,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,154.144931097051
2653,2653,BF_313000783,Bike Lane,BUENA VISTA ST,Unknown,San Antonio,5,379.60187659,COSA - Public Works Dept,Active,Buena Vista St from SW 19th St to S Frio,None,379.601876599809
2654,2654,BF_313004158,Bike Lane,GOLIAD RD,40-00424 Goliad Road Drainage Service Rd to LP 410,San Antonio,3,2338.25470545,COSA - Public Works Dept,Active,Goliad Road from SE Military Dr to SE Loop 410 Access Rd,None,2338.25470545416
2655,2655,BF_313004389,Multi Use Path,UTSA BLVD,Unknown,San Antonio,8,4499.3683358,COSA - Public Works Dept,Active,UTSA Blvd from Valero Way to Babcock Rd,None,4499.36833580434
2656,2656,BF_313003084,Route,BRIARGLEN,Unknown,San Antonio,2,436.78453969,COSA - Public Works Dept,Active,Briarglen from Dead End to Perrin Beitel,None,436.784539690833
2657,2657,BF_313001696,Bike Lane,N NEW BRAUNFELS AVE,Unknown,San Antonio,2,183.42389772,COSA - Public Works Dept,Active,N New Braunfels Ave from Eleanor Ave to Burr Rd,None,183.423897724254
2658,2658,BF_313001498,Bike Lane,W WOODLAWN,Unknown,San Antonio,7,317.31019019,COSA - Public Works Dept,Active,W Woodlawn from N Zarzamora St to Halvern,None,317.310190196115
2659,2659,BF_313003173,Buffered Lane,N ELLISON DR,Unknown,San Antonio,6,3466.09734133,COSA - Public Works Dept,Active,N Ellison Dr from W Military Dr to Wiseman Blvd,None,3466.09734133995
2660,2660,BF_313000301,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,656.62042671,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,656.620426715879
2661,2661,BF_313004207,Shoulder,CADILLAC DR,Unknown,San Antonio,9,31.89037365,COSA - Public Works Dept,Active,Cadillac Dr from Blanco Rd to La Salle,None,31.8903736542589
2662,2662,BF_313003999,To Be Determined,SINCLAIR RD,Unknown,San Antonio,3,2047.06869983,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Sinclair Rd from S WW White Rd to SE Loop 410,None,2047.06869983419
2663,2663,BF_313002623,Multi Use Path,PRUE RD,Unknown,San Antonio,7,1208.75279247,COSA - Public Works Dept,Inactive,Prue Rd from Kyle Seale Pkwy to Autumn Bluff,changed to Inactive Status per 01/31/2020 email from Lauren Simcic to Paul Tenner - not a valid Bike Facility per City Auditor's Office,1208.75279247269
2664,2664,BF_313001973,Multi Use Path,N HUNT LN,Unknown,San Antonio,4,2072.55886736,COSA - Public Works Dept,Active,N Hunt Ln from Ingram Rd to Potranco Rd,None,2082.37404140121
2665,2665,BF_313001003,Bike Lane,CINCINNATI AVE,Unknown,San Antonio,1,225.71124889,COSA - Public Works Dept,Active,Cincinnati Ave from Alexander Ave to IH 10 W Access Rd,None,225.711248891583
2666,2666,BF_313000112,Bike Lane,RIDGE COUNTRY,Unknown,San Antonio,10,8.50002545,COSA - Public Works Dept,Active,Ridge Country from Stoney Summit to Wetmore Rd,None,8.50002545251737
2667,2667,BF_313002681,Route,DUGAS DR,Unknown,San Antonio,4,291.18614934,COSA - Public Works Dept,Active,Dugas Dr from Dead End at Arrowhead Trl to W Military Dr,None,291.186149345708
2668,2668,BF_313001572,Bike Lane,EMORY OAK DR,Unknown,San Antonio,3,14.25917965,COSA - Public Works Dept,Active,Emory Oak from SE Military Dr to Fairlawn Dr,None,14.2591796537603
2669,2669,BF_313003322,Route,HUNTSMAN RD,Unknown,San Antonio,8,718.23013121,COSA - Public Works Dept,Active,Huntsman Rd from W Hausman Rd to Asher Park,None,718.230131215511
2670,2670,BF_313000343,Bike Lane,S Zarzamora St,Unknown,San Antonio,4,844.25118102,COSA - Public Works Dept,Active,S Zarzamora St from SW Loop 410 to W Hutchins Place_CIMS 2007 Bond Project_5 ft bike lanes,None,844.251181021856
2671,2671,BF_313002866,Bike Lane,S HAMILTON AVE,Unknown,San Antonio,5,195.93315399,COSA - Public Works Dept,Active,S Hamilton Ave from Guadalupe St to Monterey St,None,195.933153995987
2672,2672,BF_313004469,Bike Lane,N SAN JACINTO ST,Unknown,San Antonio,5,191.91805715,COSA - Public Works Dept,TBD,TBD,Streetview 3-2022,191.918057150636
2673,2673,BF_313002767,Bike Lane,S TRINITY,Unknown,San Antonio,5,390.22064199,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,390.220641993161
2674,2674,BF_313000634,Route,S Zarzamora St,Unknown,San Antonio,5,305.02154841,COSA - Public Works Dept,Active,S Zarzamora from W Winnipeg Ave to New Laredo Hwy,None,305.021548410235
2675,2675,BF_313003516,Route,BROADWAY,Unknown,San Antonio,1,385.55114246,COSA - Public Works Dept,Active,Broadway from E Jones Ave to 3rd St,None,385.55114246982
2676,2676,BF_313000766,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,265.50527701,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,265.505277015822
2677,2677,BF_313000497,Route,W MARTIN ST,Unknown,San Antonio,5,400.8132209,COSA - Public Works Dept,Active,W Martin St from N Flores St to N Medina,None,400.813220903928
2678,2678,BF_313004205,Bike Lane,PARKSITE WOODS,Unknown,San Antonio,8,19.29374279,COSA - Public Works Dept,Active,Indian Woods_Parksite Woods from De Zavala Rd to De Zavala Rd,None,19.2937427901884
2679,2679,BF_313002885,Bike Lane,S TRINITY,Unknown,San Antonio,5,178.89976776,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,178.899767763197
2680,2680,BF_313001862,Bike Lane,BELGIUM,Unknown,San Antonio,2,496.34782251,COSA - Public Works Dept,Active,Belgium from ATT Center Pkwy to Salado Creek,None,496.347822516443
2681,2681,BF_313000738,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,364.7034432,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,364.703443202497
2682,2682,BF_313002851,Bike Lane,BAYWATER STAGE,Unknown,San Antonio,8,293.53492063,COSA - Public Works Dept,Active,Baywater Stage from Boerne Stage to Bexar County Line,None,293.534920632693
2683,2683,BF_313000990,Bike Lane,W MALONE,Unknown,San Antonio,5,301.96871379,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,301.968713794259
2684,2684,BF_313002048,Bike Lane,BRAESVIEW,Unknown,San Antonio,9,855.6200367,COSA - Public Works Dept,Active,Patricia Dr_Braesview from NW Military Hwy to West Ave,None,855.620036706348
2685,2685,BF_313003685,Route,N SAN JOAQUIN,Unknown,San Antonio,5,451.00243211,COSA - Public Works Dept,Active,N San Joaquin from Culebra Rd to W Commerce St,None,451.002432110168
2686,2686,BF_313001977,Multi Use Path,N HUNT LN,Unknown,San Antonio,4,780.68525667,COSA - Public Works Dept,Active,N Hunt Ln from Ingram Rd to Potranco Rd,None,782.151459558359
2687,2687,BF_313001432,Bike Lane,ESPADA RD,Unknown,San Antonio,3,624.65524954,COSA - Public Works Dept,Active,Espada Rd_Camino Coahuilteca from E Chavaneaux Rd to Villamain,None,624.655249549745
2688,2688,BF_313004387,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,28.499943,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,28.4999429881573
2689,2689,BF_313001016,Bike Lane,KAMPMANN BLVD,Unknown,San Antonio,7,239.09799098,COSA - Public Works Dept,Active,Kampmann Blvd from Club Dr to W Woodlawn,None,239.097990987143
2690,2690,BF_313001784,Bike Lane,INDIAN WOODS,Unknown,San Antonio,8,285.54058962,COSA - Public Works Dept,Active,Indian Woods_Parksite Woods from De Zavala Rd to De Zavala Rd,None,285.540589628854
2691,2691,BF_313000627,Bike Lane,BUENA VISTA ST,Unknown,San Antonio,5,350.1584151,COSA - Public Works Dept,Active,Buena Vista St from SW 19th St to S Frio,None,350.158415105564
2692,2692,BF_313004139,Bike Lane,BULVERDE RD,40-00005 Bulverde Rd Loop 1604 to Evans Rd,San Antonio,10,844.03081455,COSA - Public Works Dept,Active,Bulverde Rd from N Loop 1604 E Access Rd to Beckwood Dr,None,844.030814553734
2693,2693,BF_313002703,Route,SCARSDALE,Unknown,San Antonio,10,224.32101681,COSA - Public Works Dept,Active,Scarsdale from Bell Dr to Thousand Oaks,None,224.321016810112
2694,2694,BF_313000465,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,180.22594792,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,180.22594792442
2695,2695,BF_313003058,Bike Lane,SEASCAPE DR,Unknown,San Antonio,4,696.91888323,COSA - Public Works Dept,Active,Seascape Dr from W Military Dr to Potranco Rd,None,696.918883238447
2696,2696,BF_313000696,Route,N PINE ST,Unknown,San Antonio,2,310.51972045,COSA - Public Works Dept,Active,N Pine St from E Josephine St to E Grayson St,None,310.519720458273
2697,2697,BF_313000491,Bike Lane,W THEO AVE,Unknown,San Antonio,5,528.00173335,COSA - Public Works Dept,Active,W Theo Ave_E Theo Ave from S Zarzamora St to Concepcion Park,None,528.001733359219
2698,2698,BF_313003252,Bike Lane,WOOD VALLEY,Unknown,San Antonio,9,267.89379605,COSA - Public Works Dept,Active,Wood Valley from Walker Ranch to Bitters Rd,None,267.893796057856
2699,2699,BF_313003549,Bike Lane,S FLORES ST,Unknown,San Antonio,5,156.80003317,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,156.800033179704
2700,2700,BF_313000202,Bike Lane,S PINE ST,Unknown,San Antonio,2,234.87763535,COSA - Public Works Dept,Active,S Pine St from Nevada to Aransas Ave,None,234.877635351085
2701,2701,BF_313003984,To Be Determined,FIVE PALMS DR,Unknown,San Antonio,4,615.74009826,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,615.740098260845
2702,2702,BF_313001874,Bike Lane,S Zarzamora St,Unknown,San Antonio,5,300.77512825,COSA - Public Works Dept,Active,S Zarzamora from Walton Ave to W Winnipeg Ave,None,300.775128257367
2703,2703,BF_313004132,Multi Use Path,W HAUSMAN RD,40-00420 Hausman Road Loop 1604 to IH 10,San Antonio,8,289.73070609,COSA - Public Works Dept,Active,W Hausman Rd from N Loop 1604 W Access Rd to University Hts,None,289.730706093061
2704,2704,BF_313001511,Multi Use Path,CALLAGHAN RD,Unknown,San Antonio,7,498.67518935,COSA - Public Works Dept,Active,Callaghan Rd from Bandera Rd to Hemphill St,None,498.675189353594
2705,2705,BF_313002247,Bike Lane,S TRINITY,Unknown,San Antonio,5,184.58665746,COSA - Public Works Dept,Active,S Trinity from S Laredo St to W Houston St,None,184.586657469877
2706,2706,BF_313001972,Multi Use Path,N HUNT LN,Unknown,San Antonio,4,1276.20456879,COSA - Public Works Dept,Active,N Hunt Ln from Ingram Rd to Potranco Rd,None,1229.7405241661
2707,2707,BF_313000572,Route,NEVADA,Unknown,San Antonio,2,613.4648699,COSA - Public Works Dept,Active,Nevada from S Mequite St to S Mittman St,None,613.464869902205
2708,2708,BF_313000956,Bike Lane,DOVER RDG,Unknown,San Antonio,6,990.75110981,COSA - Public Works Dept,Active,Dover Rdg from Weybridge to Tezel Rd,None,990.751109817797
2709,2709,BF_313003565,Bike Lane,SW 24TH ST,Unknown,San Antonio,5,338.53842715,COSA - Public Works Dept,Active,SW 24th St from PVT RD AT 411 SW 24TH to San Luis St,None,338.538427154559
2710,2710,BF_313004148,Bike Lane,BULVERDE RD,40-00005 Bulverde Rd Loop 1604 to Evans Rd,San Antonio,10,482.95556624,COSA - Public Works Dept,Active,Bulverde Rd from N Loop 1604 E Access Rd to Beckwood Dr,None,482.955566237503
2711,2711,BF_313004378,Cycletrack,FLOYD CURL,Floyd Curl Green Street,San Antonio,8,2080.22304906,COSA - Public Works Dept,Active,Floyd Curl Cycletrack from Louis Pasteur to Fawn Meadow,None,2080.22304905579
2712,2712,BF_313004442,Buffered Lane,N HAMILTON AVE,Unknown,San Antonio,1,259.9792188,COSA - Public Works Dept,Pending Construction Completion,N Hamilton Ave from Lombrano to Culebra Rd,None,259.979218807199
2713,2713,BF_313001405,Route,S WALTERS ST,Unknown,San Antonio,3,271.6353552,COSA - Public Works Dept,Active,S Walters St from Rigsby Ave to Fair Ave,None,271.635355205915
2714,2714,BF_313002115,Bike Lane,DIANE RD,Unknown,San Antonio,2,921.50066808,COSA - Public Works Dept,Active,Diane Rd from Rigsby Ave to Rice Rd,None,921.500668088776
2715,2715,BF_313000013,Bike Lane,RIDGE COUNTRY,Unknown,San Antonio,10,730.09737706,COSA - Public Works Dept,Active,Ridge Country from Stoney Summit to Wetmore Rd,None,730.097377060711
2716,2716,BF_313000913,Route,Paso Hondo St,Unknown,San Antonio,2,482.15650973,COSA - Public Works Dept,Active,Paso Hondo St from N Pine St to Mel Waiters Way,None,482.156509731111
2717,2717,BF_313000891,Bike Lane,CHURCHILL ESTATES BLVD,Unknown,San Antonio,9,345.59710519,COSA - Public Works Dept,Active,Churchill Estates Blvd_Vista Real from Huebner Rd to Dead End,None,345.59710518969
2718,2718,BF_313003659,Bike Lane,S SAN JOAQUIN,Unknown,San Antonio,5,199.55060685,COSA - Public Works Dept,Active,S San Joaquin from Old US Hwy 90 W to Eldridge Ave,None,199.550606856296
2719,2719,BF_313001046,Bike Lane,TIMBER TRACE,Unknown,San Antonio,6,292.19380915,COSA - Public Works Dept,Active,Timber Trace_Misty Way from Silent Sunrise to Grissom Rd,None,292.193809150413
2720,2720,BF_313001783,Bike Lane,INDIAN WOODS,Unknown,San Antonio,8,269.37237309,COSA - Public Works Dept,Active,Indian Woods_Parksite Woods from De Zavala Rd to De Zavala Rd,None,269.372373093955
