_id,OBJECTID,CartID,BikeFacilityType,MSAG_Name,ProjectName,Jurisdiction,District,Length,MaintenanceResponsibility,Status,FacilityName,Comments,Shape__Length
144,144,BF_313001855,Route,S ELLISON DR,Unknown,San Antonio,4,322.84228673,COSA - Public Works Dept,Active,S Ellison Dr from Potranco Rd to Adams Hill Dr_Marbach Oak,None,322.842286732455
145,145,BF_313001030,Bike Lane,AUSTIN ST,Unknown,San Antonio,2,438.29762202,COSA - Public Works Dept,Active,Austin from Jones to Brooklyn,None,438.297622020451
146,146,BF_313003587,Route,COLONY DR,Unknown,San Antonio,1,2020.82865434,COSA - Public Works Dept,Active,COLONY DR from IH 10 W to VANCE JACKSON,None,2020.82865434846
147,147,BF_313001463,Bike Lane,McCullough Ave,Unknown,San Antonio,1,271.02897408,COSA - Public Works Dept,Active,McCullough Ave from E Ashby Place to W_E Hildebrand Ave,None,271.028974086886
148,148,BF_313001266,Route,N VANDIVER RD,Unknown,San Antonio,10,186.31412807,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,186.314128076157
149,149,BF_313000992,Bike Lane,W THEO AVE,Unknown,San Antonio,5,373.05628205,COSA - Public Works Dept,Active,W Theo Ave_E Theo Ave from S Zarzamora St to Concepcion Park,None,373.056282052185
150,150,BF_313001943,Multi Use Path,MEDINA BASE RD,Unknown,San Antonio,4,552.2589707,COSA - Public Works Dept,Active,Medina Base Rd from SW Loop 410 to Five Palms Dr _CIMS 2007 Bond project 10 ft wide Multi Use Path,None,552.258970706486
151,151,BF_313001208,Bike Lane,W JOSEPHINE ST,Unknown,San Antonio,1,203.31608636,COSA - Public Works Dept,Active,W Josephine St_E Josephine St from N St Marys St to Avenue B,None,203.316086358383
152,152,BF_313000025,Buffered Lane,ROWE DR,Unknown,San Antonio,10,290.37385871,COSA - Public Works Dept,Active,Rowe Dr from Cadbury to S of Sackville Dr,None,290.373858710319
153,153,BF_313002744,Bike Lane,DIANE RD,Unknown,San Antonio,2,298.75675312,COSA - Public Works Dept,Active,Diane Rd from Rigsby Ave to Rice Rd,None,298.756753123486
154,154,BF_313002981,Bike Lane,S FLORES ST,Unknown,San Antonio,3,129.98140642,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,129.981406422329
155,155,BF_313002111,Bike Lane,DIANE RD,Unknown,San Antonio,2,397.50111902,COSA - Public Works Dept,Active,Diane Rd from Rigsby Ave to Rice Rd,None,397.501119020905
156,156,BF_313002900,Bike Lane,SW 19TH ST,Unknown,San Antonio,5,337.84396826,COSA - Public Works Dept,Active,SW 19th St from Buena Vista St to Castroville Rd,None,337.843968268662
157,157,BF_313003083,Route,BRIARGLEN,Unknown,San Antonio,2,1166.31030365,COSA - Public Works Dept,Active,Briarglen from Dead End to Perrin Beitel,None,1166.31030365847
158,158,BF_313001273,Bike Lane,N VANDIVER RD,Unknown,San Antonio,10,347.9414695,COSA - Public Works Dept,Active,N Vandiver Rd from NE Loop 410 to Urban Crest,None,347.941469506003
159,159,BF_313000695,Route,S VANDIVER RD,Unknown,San Antonio,2,621.48506277,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,621.485062774928
160,160,BF_313003264,Buffered Lane,ADAMS HILL DR,Unknown,San Antonio,4,859.03505399,COSA - Public Works Dept,Active,Adams Hills Dr from S Ellison Dr to Mossy Creek Dr,None,859.035053998918
161,161,BF_313003318,Route,HUNTSMAN RD,Unknown,San Antonio,8,275.04555676,COSA - Public Works Dept,Active,Huntsman Rd from W Hausman Rd to Asher Park,None,275.045556760966
162,162,BF_313000679,Buffered Lane,SILVER SPRUCE,IMP 2019 Bike Facility Restriping,San Antonio,9,340.04056888,COSA - Public Works Dept,Active,Silver Spruce from Top Rail to Many Oaks,None,340.040568885013
163,163,BF_313004499,Bike Lane,GOLIAD RD,Unknown,San Antonio,3,315.19919426,COSA - Public Works Dept,TBD,TBD,None,315.199194255118
164,164,BF_313002053,Bike Lane,RICHLAND HILLS DR,Unknown,San Antonio,6,1202.82139775,COSA - Public Works Dept,Active,Richland Hills Dr from SW Loop 410 to Foxgrove Way,None,1202.82139775979
165,165,BF_313003562,Bike Lane,S FLORES ST,Unknown,San Antonio,5,17.56413293,COSA - Public Works Dept,Active,S Flores St from E Cevallos_W Cevallos to E Theo Ave_W Theo Ave,None,17.5641329395125
166,166,BF_313004492,Bike Lane,GOLIAD RD,Unknown,San Antonio,3,751.41131979,COSA - Public Works Dept,TBD,TBD,None,751.411319791423
167,167,BF_313004025,To Be Determined,CAPITOL,Unknown,San Antonio,1,351.26498888,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,351.264988879558
168,168,BF_313003507,Bike Lane,BROADWAY,Unknown,San Antonio,1,31.94535868,COSA - Public Works Dept,Active,Broadway from Newell Ave_Casa Blanca to E Jones Ave,None,31.9453586856355
169,169,BF_313001079,Bike Lane,UHR LN,Unknown,San Antonio,10,483.89598082,COSA - Public Works Dept,Active,Uhr Ln from Higgins Rd to Thousand Oaks,None,483.895980821595
170,170,BF_313003064,Bike Lane,S FLORES ST,Unknown,San Antonio,3,274.85437623,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr _TO BE REMOVED,None,274.854376233176
171,171,BF_313004400,Bike Lane,CASA BLANCA,Unknown,San Antonio,1,60.74183631,COSA - Public Works Dept,Active,Casa Blanca from 250 ft W of Broadway to Newell,None,60.7418363138461
172,172,BF_313000111,Bike Lane,RIDGE COUNTRY,Unknown,San Antonio,10,478.40210933,COSA - Public Works Dept,Active,Ridge Country from Stoney Summit to Wetmore Rd,None,478.402109337652
173,173,BF_313000799,Route,S MESQUITE ST,Unknown,San Antonio,2,222.79996698,COSA - Public Works Dept,Active,S Mesquite St from Nevada to Hays St,None,222.799966982395
174,174,BF_313001066,Buffered Lane,TIMBER PATH,Unknown,San Antonio,6,751.52850266,COSA - Public Works Dept,Active,Timber Path from Timber Cut to Meadow Trace,None,751.528502664829
175,175,BF_313000324,Route,S MESQUITE ST,Unknown,San Antonio,2,238.68130223,COSA - Public Works Dept,Active,S Mesquite St from Nevada to Hays St,None,238.681302239077
176,176,BF_313002723,Route,WILLENBROCK,Unknown,San Antonio,2,305.50168181,COSA - Public Works Dept,Active,Willenbrock from Rigsby Ave to Benham,None,305.501681815469
177,177,BF_313001081,Separated Lane,AVENUE B,Unknown,San Antonio,1,1280.12382579,COSA - Public Works Dept,Active,Avenue B from E Josephine St to Lions Field Trail,None,1280.12382578786
178,178,BF_313002358,Route,GEORGE RD,Unknown,San Antonio,8,316.48689544,COSA - Public Works Dept,Active,George Rd from NW Military Hwy to Cedar Canyon,None,316.486895443632
179,179,BF_313000035,Bike Lane,FAIRLAWN DR,Unknown,San Antonio,3,284.78492211,COSA - Public Works Dept,Active,Fairlawn Dr from Killarney Dr to Emory Oak,None,284.784922114374
180,180,BF_313004291,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,326.71893226,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,326.7189322603
181,181,BF_313000366,Bike Lane,VILLAGE PKWY,Unknown,San Antonio,6,345.35668773,COSA - Public Works Dept,Active,Village Pkwy from Raba Dr to Culebra Rd,None,345.356687731344
182,182,BF_313000336,Route,NEVADA,Unknown,San Antonio,2,693.02427222,COSA - Public Works Dept,Active,Nevada from S Mequite St to S Mittman St,None,693.024272221569
183,183,BF_313002794,Bike Lane,POTRANCO RD,Unknown,San Antonio,4,291.54295147,COSA - Public Works Dept,Active,Rousseau from Potranco Rd to Manor Crk,None,291.542951475489
184,184,BF_313003272,Bike Lane,LAKESIDE PKWY,Unknown,San Antonio,6,1760.25470545,COSA - Public Works Dept,Active,Lakeside Pkwy from Cable Ranch Rd to Ingram Rd,None,1760.2547054568
185,185,BF_313000637,Bike Lane,S Zarzamora St,Unknown,San Antonio,5,301.03014694,COSA - Public Works Dept,Active,S Zarzamora from Walton Ave to W Winnipeg Ave,None,301.030146941614
186,186,BF_313002270,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,283.13441739,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,283.134417394373
187,187,BF_313001269,Route,N VANDIVER RD,Unknown,San Antonio,10,183.31506187,COSA - Public Works Dept,Active,N Vandiver Rd_S Vandiver Rd from Urban Crest to Rittiman Rd,None,183.315061872238
188,188,BF_313003339,Bike Lane,BROOKSDALE DR,Unknown,San Antonio,2,146.2505622,COSA - Public Works Dept,Active,Brooksdale Dr from Yucca St to Martin Luther King Dr,None,146.25056220176
189,189,BF_313004404,Route,E GRAYSON ST,Unknown,San Antonio,2,472.25956847,COSA - Public Works Dept,Active,E Grayson St from N Alamo St to N Pine St,None,472.25956847246
190,190,BF_313004305,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,420.02164596,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,420.021645959005
191,191,BF_313002282,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,292.25178252,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,292.251782526261
192,192,BF_313003433,Route,CLEARVIEW DR,Unknown,San Antonio,7,672.32919935,COSA - Public Works Dept,Active,Clearview Dr from Callaghan Rd to Hillcrest Dr,None,672.329199352841
193,193,BF_313002643,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,365.78170358,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,365.781703583402
194,194,BF_313004326,Multi Use Path,HARDY OAK BLVD,Unknown,San Antonio,9,230.969972,COSA - Public Works Dept,Active,Hardy Oak Blvd from Stone Oak Pkwy to Knights Cross Dr,None,230.969971981169
195,195,BF_313002764,Bike Lane,ASHLEY RD,Unknown,San Antonio,3,517.7635289,COSA - Public Works Dept,Active,Ashley from Pleasanton to Flores,None,517.7635289048
196,196,BF_313001900,Multi Use Path,N WALTERS ST,Unknown,San Antonio,2,362.01096227,COSA - Public Works Dept,Active,N Walters from IH 35 to Ft Sam Houston Gate_CIMS 2007 Bond Project_15 ft Multi Use Path West Side,None,362.01096227329
197,197,BF_313003674,Route,N SAN JOAQUIN,Unknown,San Antonio,5,319.94776192,COSA - Public Works Dept,Active,N San Joaquin from Culebra Rd to W Commerce St,None,319.947761926826
198,198,BF_313000973,Bike Lane,N FLORES ST,Unknown,San Antonio,1,304.01215188,COSA - Public Works Dept,Active,N Flores St from E Fredericksburg Rd to W Euclid Ave,None,304.012151881756
199,199,BF_313003671,Bike Lane,S SAN JOAQUIN,Unknown,San Antonio,5,269.87904205,COSA - Public Works Dept,Active,S San Joaquin from Old US Hwy 90 W to Eldridge Ave,None,269.879042058415
200,200,BF_313000770,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,246.43388157,COSA - Public Works Dept,Active,W Commerce St from SW 19th St to S Frio St,None,246.43388157425
201,201,BF_313003258,Bike Lane,FIVE PALMS DR,Unknown,San Antonio,4,253.10825553,COSA - Public Works Dept,Active,Five Palms Dr from Medina Base Rd to Port Victoria St,None,253.108255536133
202,202,BF_313000306,Route,DONALDSON AVE,Unknown,San Antonio,7,767.90227734,COSA - Public Works Dept,Active,Donaldson Ave from N Elmendorf to E Quill Dr,None,767.902277344864
203,203,BF_313003522,Route,BROADWAY,Unknown,San Antonio,1,482.79768281,COSA - Public Works Dept,Active,Broadway from E Jones Ave to 3rd St,None,482.79768281601
204,204,BF_313004179,Buffered Lane,RAY ELLISON BLVD,40-00312 Ray Ellison Blvd 410 to Old Pearsall Rd,San Antonio,4,341.96099646,COSA - Public Works Dept,Active,Ray Ellison Blvd SW Loop 410 to Old Pearsall Rd,None,341.960996461971
205,205,BF_313004197,Route,N ST MARYS,Unknown,San Antonio,2,193.57952971,COSA - Public Works Dept,Active,N St Marys St from Tuleta to W Jones Ave,None,193.579529711195
206,206,BF_313002686,Bike Lane,GUADALUPE ST,Unknown,San Antonio,5,360.82546035,COSA - Public Works Dept,Active,Guadalupe St from S San Jacinto St to SW 19th St,None,360.825460358874
207,207,BF_313000457,Route,S MESQUITE ST,Unknown,San Antonio,2,133.57222531,COSA - Public Works Dept,Active,S Mesquite St from Nevada to Hays St,None,133.572225318135
208,208,BF_313000647,Bike Lane,BUENA VISTA ST,Unknown,San Antonio,5,400.85819752,COSA - Public Works Dept,Active,Buena Vista St from SW 19th St to S Frio,None,400.858197525674
209,209,BF_313003197,Route,WHITBY RD,Unknown,San Antonio,7,1009.78785974,COSA - Public Works Dept,Active,Whitby Rd from Abe Lincoln to Leon Creek Bike Trail,None,1009.78785974376
210,210,BF_313000850,Bike Lane,DEER CREST,Unknown,San Antonio,9,462.37342234,COSA - Public Works Dept,Active,Deer Crest from Blanco Rd to Huebner Rd,None,462.373422340791
211,211,BF_313002438,Route,GEORGE RD,Unknown,San Antonio,8,152.82742508,COSA - Public Works Dept,Active,George Rd from NW Military Hwy to Cedar Canyon,None,152.827425088555
212,212,BF_313000394,Bike Lane,CALIZA DR,Unknown,San Antonio,9,1211.13701555,COSA - Public Works Dept,Active,Caliza Dr from Encino Rio to E Evans Rd,None,1211.13701555948
213,213,BF_313000228,Buffered Lane,FOSTER MEADOWS,IMP 2019 Bike Facility Restriping,San Antonio,2,259.66627528,COSA - Public Works Dept,Active,Foster Meadows from US Hwy 87 E to Sinclair Rd,None,259.666275286664
214,214,BF_313001686,Bike Lane,PECAN VALLEY DR,Unknown,San Antonio,3,284.36350211,COSA - Public Works Dept,Active,Pecan Valley Dr from Hiawatha to Dollarhide Ave,None,284.363502114373
215,215,BF_313002081,Bike Lane,CORPORATE WOODS,Unknown,San Antonio,9,354.45473449,COSA - Public Works Dept,Active,Corporate Woods from N Loop 1604 E Access Rd to Gold Canyon Rd,None,354.454734495374
216,216,BF_313000756,Bike Lane,W COMMERCE ST,Unknown,San Antonio,5,404.38835244,COSA - Public Works Dept,Active,W Commerce St from S Frio to Enrique M Barerra Pkwy,None,404.388352448055
217,217,BF_313001150,Route,S Zarzamora St,Unknown,San Antonio,5,300.74166342,COSA - Public Works Dept,Active,S Zarzamora from W Winnipeg Ave to New Laredo Hwy,None,300.741663424083
218,218,BF_313002051,Bike Lane,RICHLAND HILLS DR,Unknown,San Antonio,6,2112.28024432,COSA - Public Works Dept,Active,Richland Hills Dr from SW Loop 410 to Foxgrove Way,None,2112.28024432978
219,219,BF_313004072,To Be Determined,VALLEY TRAILS,Unknown,San Antonio,6,328.952338,COSA - Public Works Dept,Staff Recommended for IMP 2020 to 2024,Ridgebrook_Valley Trails from Ridge Post to Dover Ridge,None,328.952338001237
220,220,BF_313000928,Multi Use Path,MISSION RD,Unknown,San Antonio,3,760.24412617,COSA - Public Works Dept,Active,Missions Trail_Off road from Hansford St to E Hart Ave,None,760.244126171373
221,221,BF_313003446,Route,MERTZ DR,Unknown,San Antonio,1,323.34898868,COSA - Public Works Dept,Active,Mertz Dr from E Rector to Oblate Dr,None,323.348988689853
222,222,BF_313002867,Bike Lane,BAYWATER STAGE,Unknown,San Antonio,8,176.0006863,COSA - Public Works Dept,Active,Baywater Stage from Boerne Stage to Bexar County Line,None,176.000686306736
223,223,BF_313002219,Route,N CALAVERAS,Unknown,San Antonio,5,199.00749892,COSA - Public Works Dept,Active,N Calaveras_Private Rd_W Houston St_N Chupaderas from Cincinnati Ave to Buena Vista St,None,199.007498922363
224,224,BF_313003015,Bike Lane,SEASCAPE DR,Unknown,San Antonio,4,329.63322686,COSA - Public Works Dept,Active,Seascape Dr from W Military Dr to Potranco Rd,None,329.633226861266
225,225,BF_313004308,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,205.56146621,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,205.561466208364
226,226,BF_313000948,Route,LES HARRISON DR,Unknown,San Antonio,6,280.37479457,COSA - Public Works Dept,Active,Les Harrison Dr_Weybridge from Culebra Rd to Dover Rdg,None,280.374794570839
227,227,BF_313002925,Bike Lane,BAYWATER STAGE,Unknown,San Antonio,8,489.79398572,COSA - Public Works Dept,Active,Baywater Stage from Boerne Stage to Bexar County Line,None,489.793985728909
228,228,BF_313001147,Bike Lane,W MALONE,Unknown,San Antonio,5,92.49860408,COSA - Public Works Dept,Active,W Malone_E Malone from S Zarzamora St to Concepcion Park,None,92.4986040869656
229,229,BF_313004002,To Be Determined,PVT RD,Unknown,San Antonio,9,20102.62153752,COSA - Public Works Dept,Staff Recommended for IMP 2019 to 2023,TBD,None,20102.6215375239
230,230,BF_313001089,Bike Lane,CROSS CANYON,Unknown,San Antonio,9,592.91203587,COSA - Public Works Dept,Active,Cross Canyon from Heimer Rd to Jones Maltsberger Rd,None,592.912035872441
231,231,BF_313003049,Bike Lane,S FLORES ST,Unknown,San Antonio,3,102.88352955,COSA - Public Works Dept,Inactive,S Flores St from E Malone_W Malone Ave to SE Military Dr_TO BE REMOVED,None,102.883529555553
232,232,BF_313003421,Bike Lane,S MAIN AVE,Unknown,San Antonio,1,219.08574369,COSA - Public Works Dept,Active,S Main Ave from E Nueva_W Nueva to E Cesar Chavez Blvd,None,219.085743699103
233,233,BF_313000965,Bike Lane,RIM ROCK TRL,Unknown,San Antonio,6,285.94113008,COSA - Public Works Dept,Active,Rim Rock Trl from Culebra Rd to Oak Timber,None,285.941130089081
234,234,BF_313000516,Buffered Lane,VISTA VW,Unknown,San Antonio,9,275.08795407,COSA - Public Works Dept,Active,Vista Vw from Braesview_Patricia Dr intersection to Blanco Rd,None,275.087954071011
235,235,BF_313004317,Bike Lane,CULEBRA RD,Unknown,San Antonio,6,343.54479456,COSA - Public Works Dept,Active,Culebra Rd from Grissom Rd to NW Loop 410,None,343.54479455793
236,236,BF_313000453,Bike Lane,HENDERSON PASS,Unknown,San Antonio,10,205.01095838,COSA - Public Works Dept,Active,Henderson Pass from Thousand Oaks to Point Oak,None,205.010958387017
237,237,BF_313002261,Bike Lane,SPRING TIME DR,Unknown,San Antonio,8,153.44415243,COSA - Public Works Dept,Active,Spring Time Dr from Prue Rd to Four Colonies,None,153.444152437579
238,238,BF_313000989,Bike Lane,W THEO AVE,Unknown,San Antonio,5,751.73020592,COSA - Public Works Dept,Active,W Theo Ave_E Theo Ave from S Zarzamora St to Concepcion Park,None,751.730205927732
239,239,BF_313000829,Route,ROWE DR,Unknown,San Antonio,10,450.19184541,COSA - Public Works Dept,Active,Rowe Dr from S of Sackville Dr to Cypress Meadow,None,450.191845419451
240,240,BF_313001293,Bike Lane,PLEASANTON RD,Unknown,San Antonio,3,278.17534669,COSA - Public Works Dept,Active,Pleasanton Rd from Moursund Blvd to SE Loop 410 Access Rd,None,278.175346695727
241,241,BF_313000983,Bike Lane,N FLORES ST,Unknown,San Antonio,1,272.11360763,COSA - Public Works Dept,Active,N Flores St from E Fredericksburg Rd to W Euclid Ave,None,272.113607635194
242,242,BF_313003130,Bike Lane,PIPERS LN,Unknown,San Antonio,6,600.06325734,COSA - Public Works Dept,Active,Pipers Ln from Culebra Rd to Pipers Way,None,600.063257344934
243,243,BF_313002514,Route,S ALAMO ST,Unknown,San Antonio,1,55.01036191,COSA - Public Works Dept,Active,S Alamo St_Pereida St from Probandt St to S Presa St,None,55.0103619161404
244,244,BF_313002838,Bike Lane,WATERS EDGE DR,Unknown,San Antonio,6,530.47637785,COSA - Public Works Dept,Active,Waters Edge Dr from Ingram Rd to SW Loop 410 Access Rd,None,530.476377852497
245,245,BF_313003519,Route,BROADWAY,Unknown,San Antonio,1,436.6386352,COSA - Public Works Dept,Active,Broadway from E Jones Ave to 3rd St,None,436.638635206632
246,246,BF_313002768,Bike Lane,N HAMILTON AVE,Unknown,San Antonio,5,196.55304351,COSA - Public Works Dept,Active,N Hamilton Ave from Lombrano St to W Martin St,None,196.553043518997
247,247,BF_313004172,Buffered Lane,RAY ELLISON BLVD,40-00312 Ray Ellison Blvd 410 to Old Pearsall Rd,San Antonio,4,335.41622927,COSA - Public Works Dept,Active,Ray Ellison Blvd SW Loop 410 to Old Pearsall Rd,None,335.41622927303
